ID,TITLE,ADDRESS,LAT,LON,TEL,OPEN_TIME,PAGE,CATEGORY,DESCRIPTION,STORE_OF_KAKAO
CNTS_000000000022884,만벵듸 공동장지,제주특별자치도 제주시 한림읍 갯거리오름길 114,33.372234,126.2959,--,,,,한림지서 예비검속 희생자 유족들이 61구의 시신을 수습하여 안장한 묘역,
CNTS_000000000020982,신양포구,제주특별자치도 서귀포시 성산읍 고성리,33.444576,126.9095,--,,,,성산일충봉과 섭지코지가 한눈에 보이는 신양포구,
CNTS_000000000021407,옹포리포구,제주특별자치도 제주시 한림읍 옹포리,33.40058,126.255325,--,,,,제주올레 14코스에 위치한 일몰이 아름다우며 항아리를 닮은 포구,
CNTS_200000000014290,삐삐그루밍,제주특별자치도 서귀포시 대정읍 중산간서로 2269,33.2806298,126.2862131,,,,,삐삐그루밍은 제주 영어교육도시 내에 위치한 반려견 놀이터다.,
CNTS_000000000019458,옹포천,제주특별자치도 제주시 한림읍 한림로 563,33.40766,126.25742,--,,,,서부지역의 상수원,
CNTS_200000000014285,러블리독스,제주특별자치도 제주시 연북로 668,33.4924788,126.5487385,064-758-8988,,,분류: 애견카페,러블리독스는 제주 시내에 위치한 애견 카페다.,4.5점
CNTS_200000000014278,도그앤캣,제주특별자치도 서귀포시 홍중로 119-2  601동 107호,33.2639577,126.5507293,0507-1308-7585,,,,도그앤켓은 서귀포시 서홍동에 위치한 반려동물 미용실이다.,
CNTS_200000000014281,"안녕, 상이 친구들",제주특별자치도 제주시 아란7길 47,33.4261379,126.5626925,,,,,"안녕, 상이 친구들은 배냇 미용, 대형견, 사나운 친구(긍정&훈육&행동교정) 전문 반려견 미용실이다. ",
CNTS_000000000022008,올레바당체험마을,제주시 한림읍 한림해안로 274,33.42559,126.264656,064-796-7222,,olle-badang.com/pages.php?p=1_3_1_1,"분류: 정보화,체험마을","쪽빛 바다와 푸른 작물을 품에 안은 마을
· 제주시 한림읍 수원리
· 올레15코스",4.4점
CNTS_000000000022850,현의합장묘역,제주특별자치도 서귀포시 남원읍 중산간동로 6242-56,33.350883,126.69801,--,,,,‘의로운 영혼들이 함께 묻혀 있는 묘’라는 의미의 ‘현의합장묘(顯義合葬墓)’,
CNTS_200000000014283,코기절미,제주특별자치도 제주시 1100로 3198-20,33.4727468,126.4862473,0507-1339-5740,08:00 ~ 20:00,www.instagram.com/corgi_jeolmi,분류: 반려동물,"코기절미는 제주시 노형동에 위치한 반려동물 카페다. 다양한 음료들과 함께 멍멍이들을 위한 멍푸치노와 멍아이스, 멍화채 등 강아지의 먹거리도 굉장히 많다.",4.2점
CNTS_000000000021033,예초리해변,제주특별자치도 제주시 추자면 예초리,33.95313,126.33361,--,,,,작은예초작지,
