STORE_NAME,CATEGORY,STORE_SCORE,STORE_ADDR,TEL,OPEN_CLOSE_TIME,WRITER,CONTENT,CREATED_AT,TYPE,IMG_LINK
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,몽키107,진짜 맛있어요 청국장도 진짜 구수하구요 오삼불고기 오징어 진짜 실하고 맛있습니당 밥도둑이에요,22.3.7.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,마논트로포,"우연히  들어갔는데  반찬  모두  맛있고,
청국장  정 말   맛있어요~",22.3.28.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,gwd****,맛있어요,22.7.13.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,랄라7446,굴비정식 가격은 2022년부터 13000원으로 인상되었어요! 하지만 혼밥할 수 있어서 좋았습니다 :>,22.1.9.일,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,ksa****,좋아요,22.5.16.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,thg****,추자도에서 가볼만한집이에요~ 제가 추자도3년다녔는데 여기 처음와봤는데 음식도 좋고 우선 신선해요~ 그리고 사장님이 친절하시구여 저는 반찬 리필도 3번이나 했어요~ 굴비정식추천이면서 저는 오삼불고기 추가했어요~ 오삼불고기 양념에 밥 비벼서 먹으면 진짜 끝장이에요~~ 추천합니당~^^,21.10.9.토,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,mathilde,"정식백반 2인.
반찬 그릇을 모두
빈그릇으로 만들어 놓고
나오는데 뭔가 적당히
먹을걸 그랬나 싶더란..ㅋ",21.10.9.토,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,코알라5458,맛있게 먹었어요,22.1.16.일,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,SH1114,불고기전골 너무 맛있었어요~ 파김치랑 조합 짱!,21.5.20.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,봄날9945,친절합니다,21.10.24.일,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,가루라왕,좋았어요,21.9.1.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,가루라왕,좋아요,21.9.1.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,행복한양띠,출장와서 잘 먹고갑니다,21.6.16.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,cjh****,좋아요,22.2.14.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,서연맘516,정말맛집,21.6.23.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,찐족75,밑반찬 넘나 맛있어요,21.6.14.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,pmk****,맛있어요,21.1.25.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
오누이밥상,한식,"별점
4.17/5",제주 제주시 추자면 추자로 68,010-7129-5479,,아싸7183,굴비정식 맛있어요.,20.12.17.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_244%2F1564550067630FOD2v_JPEG%2Fi1Eg4fqc9opgnZwJ9Orr9aCr.JPG.jpg']
